YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2015,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2016,2016,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.5,11.5,,,9.6,13.5,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.4,6.4,,,5.9,7,Gender,Female,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2014,2014,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.3,11.3,,,10.5,12,Gender,Male,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2016,2016,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2011,2011,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2017,2017,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2012,2012,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2017,2017,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2014,2014,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.3,8.3,,,7.8,8.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2017,2017,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13.8,13.8,,,10.9,17.3,Gender,Male,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2018,2018,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.7,12.7,,,10.7,14.7,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.7,8.7,,,8.2,9.1,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2012,2012,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.4,5.4,,,4.9,5.9,Gender,Female,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2016,2016,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2018,2018,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2015,2015,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.9,6.9,,,5,9.3,Gender,Female,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2012,2012,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2013,2013,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.4,10.4,,,8.4,12.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2018,2018,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.4,8.4,,,6.3,11,Gender,Female,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2012,2012,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.9,7.9,,,7.5,8.4,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.4,7.4,,,6,8.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2011,2011,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2011,2011,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.2,5.2,,,4.7,5.7,Gender,Female,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2017,2017,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.9,11.9,,,9.8,14.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2016,2016,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.9,8.9,,,8.4,9.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2018,2018,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.0,11,,,10.2,11.7,Gender,Male,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2014,2014,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.4,5.4,,,4.9,5.9,Gender,Female,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2011,2011,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.8,7.8,,,7.4,8.3,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.1,8.1,,,7.6,8.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2014,2014,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.0,10,,,7.1,13.7,Race/Ethnicity,Hispanic,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2010,2010,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.7,5.7,,,4,7.8,Gender,Female,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2015,2015,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.9,9.9,,,7.2,13.2,Race/Ethnicity,Hispanic,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2010,2010,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2010,2010,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.8,7.8,,,7.4,8.3,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.0,8,,,7.6,8.5,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.8,5.8,,,5.2,6.3,Gender,Female,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2014,2014,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2016,2016,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2012,2012,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.0,11,,,9.1,12.8,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.1,8.1,,,7.7,8.6,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.9,9.9,,,8.1,11.7,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.7,7.7,,,5.6,10.2,Gender,Female,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2013,2013,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.0,8,,,7.5,8.4,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.2,7.2,,,5.8,8.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2011,2011,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2014,2014,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.1,8.1,,,6,10.6,Gender,Female,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2018,2018,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.7,9.7,,,7.2,12.7,Race/Ethnicity,Hispanic,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2015,2015,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2017,2017,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.2,11.2,,,9.3,13.1,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2015,2015,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2018,2018,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2013,2013,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2013,2013,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,14.8,14.8,,,11.8,18.4,Gender,Male,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2012,2012,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.0,8,,,7.5,8.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2015,2015,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.6,6.6,,,6.1,7.2,Gender,Female,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2012,2012,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.5,6.5,,,5.2,8.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2016,2016,PA,Pennsylvania,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.5,7.5,,,6,8.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2016,2016,RI,Rhode Island,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2013,2013,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2014,2014,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2011,2011,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2011,2011,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.5,8.5,,,6.9,10.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2018,2018,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2015,2015,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,19.2,19.2,,,15.2,24.1,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2012,2012,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2010,2010,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.1,6.1,,,5.2,7.1,Gender,Female,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2017,2017,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13.1,13.1,,,12.2,14,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2015,2015,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2016,2016,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2018,2018,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2016,2016,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,18.6,18.6,,,14.9,23.1,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2013,2013,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2011,2011,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2010,2010,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.2,12.2,,,9,16.2,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2010,2010,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2011,2011,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,15.3,15.3,,,11.8,19.6,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2016,2016,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2013,2013,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,17.6,17.6,,,15.9,19.2,Gender,Male,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2011,2011,SC,South Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.0,7,,,6,8,Gender,Female,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2012,2012,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13.4,13.4,,,10.9,16,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2016,2016,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.6,10.6,,,8.5,13,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2016,2016,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2017,2017,SD,South Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,17.2,17.2,,,14.3,20,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
